1
14
1 356 21.1 		FFA-W3-211
-56.857143000	-0.315829000	0.657325000	0.070736000
-52.714287000	-0.353102000	0.604672000	0.062680000
-48.571430000	-0.390296000	0.551145000	0.055498000
-44.428570000	-0.426609000	0.496145000	0.049078000
-40.285713000	-0.465171000	0.441836000	0.043296000
-36.142857000	-0.514843000	0.388311000	0.038754000
-32.000000000	-0.564879000	0.337218000	0.034310000
-28.000000000	-0.591230000	0.296057000	0.026968000
-24.000000000	-0.609282000	0.260582000	0.013950000
-20.000000000	-0.616820000	0.229938000	-0.003821000
-18.000000000	-0.588860000	0.221600000	-0.007600000
-16.000000000	-0.564260000	0.213741000	-0.009520000
-14.000000000	-0.535517000	0.206599000	-0.010900000
-12.000000000	-0.496219000	0.200780000	-0.011800000
-10.000000000	-0.460402000	0.195500000	-0.011020000
-8.000000000	-0.343025000	0.192500000	-0.020741000
-6.000000000	-0.188599000	0.191120000	-0.033640000
-4.000000000	-0.031713000	0.190400000	-0.045399000
-2.000000000	0.111234000	0.190280000	-0.053021000
-1.000000000	0.180387000	0.190280000	-0.056199000
0.000000000	0.248140000	0.190280000	-0.059020000
1.000000000	0.321540000	0.190400000	-0.061947000
2.000000000	0.394153000	0.190520000	-0.064692000
3.000000000	0.465586000	0.190690000	-0.067080000
4.000000000	0.535568000	0.190821000	-0.069259000
5.000000000	0.604950000	0.191083000	-0.071298000
6.000000000	0.672767000	0.191321000	-0.072996000
7.000000000	0.738746000	0.191595000	-0.074414000
8.000000000	0.802367000	0.191916000	-0.075483000
9.000000000	0.864697000	0.192313000	-0.076163000
10.000000000	0.915150000	0.192802000	-0.075879000
11.000000000	0.957453000	0.193387000	-0.074451000
12.000000000	0.982916000	0.194503000	-0.070339000
13.000000000	1.011966000	0.195948000	-0.067825000
14.000000000	1.034705000	0.198109000	-0.065712000
15.000000000	1.055015000	0.200887000	-0.064066000
16.000000000	1.062343000	0.204847000	-0.062471000
18.000000000	1.041166000	0.216943000	-0.060236000
20.000000000	1.001023000	0.231685000	-0.060333000
24.000000000	0.950898000	0.259092000	-0.069821000
28.000000000	0.865240000	0.299262000	-0.092804000
32.000000000	0.790869000	0.344893000	-0.109442000
36.142857000	0.725917000	0.394499000	-0.121669000
40.285713000	0.662236000	0.444712000	-0.133377000
44.428570000	0.609881000	0.498030000	-0.141191000
48.571430000	0.557546000	0.551271000	-0.148936000
52.714287000	0.504825000	0.604486000	-0.156672000
56.857143000	0.451488000	0.657238000	-0.164202000
61.000000000	0.396852000	0.706130000	-0.171914000
65.142860000	0.340536000	0.752040000	-0.179912000
69.285713000	0.283294000	0.792878000	-0.188008000
73.428574000	0.225299000	0.827853000	-0.196179000
77.571426000	0.166802000	0.857973000	-0.204361000
81.714287000	0.109376000	0.878534000	-0.212271000
85.857140000	0.051511000	0.895083000	-0.220461000
90.000000000	0.000042000	0.902420000	-0.226420000
94.142860000	-0.040656000	0.895083000	-0.230052000
98.285713000	-0.077281000	0.878534000	-0.232397000
102.428574000	-0.116679000	0.857972000	-0.232607000
106.571426000	-0.157633000	0.827851000	-0.232313000
110.714287000	-0.198224000	0.792877000	-0.231816000
114.857140000	-0.238260000	0.752041000	-0.230134000
119.000000000	-0.277653000	0.706135000	-0.228516000
123.142860000	-0.315826000	0.657329000	-0.228307000
127.285713000	-0.353102000	0.604672000	-0.228234000
131.428574000	-0.390297000	0.551143000	-0.228605000
135.571426000	-0.426611000	0.496143000	-0.233308000
139.714279000	-0.465172000	0.441834000	-0.241348000
143.857147000	-0.519873000	0.389132000	-0.258158000
148.000000000	-0.571922000	0.338369000	-0.282240000
150.285721000	-0.580346000	0.312448000	-0.292317000
152.571426000	-0.576293000	0.285658000	-0.301024000
154.857147000	-0.566612000	0.258785000	-0.309421000
157.142853000	-0.552447000	0.235316000	-0.316032000
159.428574000	-0.534944000	0.218739000	-0.319384000
161.714279000	-0.506007000	0.209325000	-0.315937000
164.000000000	-0.450188000	0.201290000	-0.301576000
166.285721000	-0.379254000	0.195048000	-0.279264000
168.571426000	-0.306123000	0.191340000	-0.252241000
170.857147000	-0.242275000	0.190640000	-0.222632000
173.142853000	-0.181536000	0.190640000	-0.181795000
175.428574000	-0.120753000	0.190640000	-0.129214000
177.714279000	-0.059926000	0.190640000	-0.067431000
180.000000000	-0.001486000	0.190640000	-0.001815000
12 120 80.0 						FB80
-180.000000000	-0.000958000	0.243760000	-0.001243000
-177.714279000	0.040053000	0.243760000	0.042361000
-175.428574000	0.080617000	0.243760000	0.080185000
-173.142853000	0.121147000	0.243760000	0.108645000
-170.857162000	0.161643000	0.243760000	0.123632000
-168.571625000	0.204203000	0.244227000	0.124455000
-166.285721000	0.252951000	0.246699000	0.122101000
-164.000000000	0.300226000	0.250860000	0.118686000
-161.714478000	0.337426000	0.256216000	0.115216000
-159.428375000	0.356717000	0.262493000	0.112659000
-157.142838000	0.368384000	0.273544000	0.110910000
-154.857315000	0.377827000	0.289188000	0.109403000
-152.571426000	0.384282000	0.307105000	0.107747000
-150.285721000	0.386984000	0.324966000	0.105552000
-148.000000000	0.381368000	0.342246000	0.101519000
-143.857147000	0.346669000	0.376088000	0.089647000
-139.714279000	0.310201000	0.411223000	0.081640000
-135.571426000	0.284492000	0.447428000	0.078872000
-131.428574000	0.260283000	0.484095000	0.077342000
-127.285713000	0.235498000	0.519782000	0.077566000
-123.142860000	0.210669000	0.554886000	0.078984000
-119.000000000	0.185228000	0.587423000	0.080676000
-114.857140000	0.158949000	0.618028000	0.082868000
-110.714287000	0.132238000	0.645251000	0.085072000
-106.571426000	0.105172000	0.668567000	0.086910000
-102.428574000	0.077872000	0.688648000	0.088458000
-98.285713000	0.051340000	0.702356000	0.088749000
-94.142860000	0.025632000	0.713389000	0.088441000
-90.000000000	0.000059000	0.718280000	0.087860000
-85.857140000	-0.025513000	0.713388000	0.085178000
-81.714287000	-0.051220000	0.702356000	0.080336000
-77.571426000	-0.077751000	0.688649000	0.075484000
-73.428574000	-0.105054000	0.668569000	0.070024000
-69.285713000	-0.132115000	0.645252000	0.064369000
-65.142860000	-0.158808000	0.618026000	0.058530000
-61.000000000	-0.185071000	0.587420000	0.052694000
-56.857143000	-0.210519000	0.554883000	0.047124000
-52.714287000	-0.235368000	0.519782000	0.041754000
-48.571430000	-0.260164000	0.484097000	0.036965000
-44.428570000	-0.284373000	0.447430000	0.032685000
-40.285713000	-0.310080000	0.411224000	0.028830000
-36.142857000	-0.343195000	0.375541000	0.025803000
-32.000000000	-0.376553000	0.341479000	0.022840000
-28.000000000	-0.394120000	0.314038000	0.017945000
-24.000000000	-0.406155000	0.290388000	0.009267000
-20.000000000	-0.411180000	0.269959000	-0.002581000
-18.000000000	-0.392540000	0.264400000	-0.005100000
-16.000000000	-0.376140000	0.259160000	-0.006380000
-14.000000000	-0.356978000	0.254400000	-0.007300000
-12.000000000	-0.330780000	0.250520000	-0.007900000
-10.000000000	-0.306901000	0.247000000	-0.007380000
-8.000000000	-0.228650000	0.245000000	-0.013861000
-6.000000000	-0.125699000	0.244080000	-0.022460000
-4.000000000	-0.021109000	0.243600000	-0.030299000
-2.000000000	0.074189000	0.243520000	-0.035380000
-1.000000000	0.120291000	0.243520000	-0.037500000
0.000000000	0.165460000	0.243520000	-0.039380000
1.000000000	0.214393000	0.243600000	-0.041331000
2.000000000	0.262802000	0.243680000	-0.043161000
3.000000000	0.310424000	0.243793000	-0.044753000
4.000000000	0.357079000	0.243881000	-0.046206000
5.000000000	0.403333000	0.244055000	-0.047565000
6.000000000	0.448545000	0.244214000	-0.048697000
7.000000000	0.492531000	0.244397000	-0.049643000
8.000000000	0.534945000	0.244611000	-0.050355000
9.000000000	0.576498000	0.244875000	-0.050809000
10.000000000	0.610134000	0.245201000	-0.050620000
11.000000000	0.638336000	0.245591000	-0.049667000
12.000000000	0.655311000	0.246335000	-0.046926000
13.000000000	0.674677000	0.247299000	-0.045250000
14.000000000	0.689837000	0.248739000	-0.043842000
15.000000000	0.703377000	0.250591000	-0.042744000
16.000000000	0.708262000	0.253231000	-0.041681000
18.000000000	0.694144000	0.261295000	-0.040191000
20.000000000	0.667382000	0.271123000	-0.040255000
24.000000000	0.633965000	0.289395000	-0.046581000
28.000000000	0.576860000	0.316175000	-0.061903000
32.000000000	0.527279000	0.346595000	-0.072995000
36.142857000	0.483978000	0.379666000	-0.081146000
40.285713000	0.441524000	0.413141000	-0.088951000
44.428570000	0.406620000	0.448687000	-0.094161000
48.571430000	0.371731000	0.484180000	-0.099324000
52.714287000	0.336583000	0.519658000	-0.104481000
56.857143000	0.301025000	0.554825000	-0.109501000
61.000000000	0.264601000	0.587420000	-0.114643000
65.142860000	0.227057000	0.618026000	-0.119974000
69.285713000	0.188896000	0.645252000	-0.125372000
73.428574000	0.150233000	0.668569000	-0.130819000
77.571426000	0.111235000	0.688649000	-0.136274000
81.714287000	0.072950000	0.702356000	-0.141548000
85.857140000	0.034374000	0.713388000	-0.147007000
90.000000000	0.000062000	0.718280000	-0.150980000
94.142860000	-0.027071000	0.713389000	-0.153401000
98.285713000	-0.051487000	0.702356000	-0.154964000
102.428574000	-0.077753000	0.688648000	-0.155104000
106.571426000	-0.105056000	0.668567000	-0.154909000
110.714287000	-0.132116000	0.645251000	-0.154578000
114.857140000	-0.158807000	0.618028000	-0.153456000
119.000000000	-0.185069000	0.587423000	-0.152377000
123.142860000	-0.210517000	0.554886000	-0.152238000
127.285713000	-0.235368000	0.519782000	-0.152189000
131.428574000	-0.260165000	0.484095000	-0.152437000
135.571426000	-0.284374000	0.447428000	-0.155572000
139.714279000	-0.310081000	0.411223000	-0.160932000
143.857147000	-0.346549000	0.376088000	-0.172138000
148.000000000	-0.381248000	0.342246000	-0.188194000
150.285721000	-0.386864000	0.324966000	-0.194912000
152.571426000	-0.384162000	0.307105000	-0.200716000
154.857147000	-0.377708000	0.289190000	-0.206314000
157.142853000	-0.368264000	0.273544000	-0.210722000
159.428574000	-0.356596000	0.262493000	-0.212956000
161.714279000	-0.337305000	0.256217000	-0.210658000
164.000000000	-0.300092000	0.250860000	-0.201084000
166.285721000	-0.252803000	0.246699000	-0.186209000
168.571426000	-0.204049000	0.244227000	-0.168194000
170.857147000	-0.161483000	0.243760000	-0.148455000
173.142853000	-0.120991000	0.243760000	-0.121230000
175.428574000	-0.080469000	0.243760000	-0.086176000
177.714279000	-0.039917000	0.243760000	-0.044987000
180.000000000	-0.000958000	0.243760000	-0.001243000
13 120 90.0 						FB90
-180.000000000	-0.000429000	0.296880000	-0.000672000
-177.714279000	0.020077000	0.296880000	0.021131000
-175.428574000	0.040358000	0.296880000	0.040042000
-173.142853000	0.060623000	0.296880000	0.054272000
-170.857162000	0.080871000	0.296880000	0.061766000
-168.571625000	0.102151000	0.297113000	0.062177000
-166.285721000	0.126525000	0.298349000	0.061001000
-164.000000000	0.150163000	0.300430000	0.059293000
-161.714478000	0.168763000	0.303108000	0.057558000
-159.428375000	0.178409000	0.306247000	0.056279000
-157.142838000	0.184242000	0.311772000	0.055405000
-154.857315000	0.188963000	0.319594000	0.054652000
-152.571426000	0.192191000	0.328553000	0.053824000
-150.285721000	0.193542000	0.337483000	0.052726000
-148.000000000	0.190734000	0.346123000	0.050709000
-143.857147000	0.173384000	0.363044000	0.044774000
-139.714279000	0.155151000	0.380611000	0.040770000
-135.571426000	0.142296000	0.398714000	0.039386000
-131.428574000	0.130191000	0.417048000	0.038621000
-127.285713000	0.117799000	0.434891000	0.038733000
-123.142860000	0.105384000	0.452443000	0.039442000
-119.000000000	0.092664000	0.468712000	0.040288000
-114.857140000	0.079524000	0.484014000	0.041384000
-110.714287000	0.066169000	0.497626000	0.042486000
-106.571426000	0.052636000	0.509284000	0.043405000
-102.428574000	0.038986000	0.519324000	0.044179000
-98.285713000	0.025720000	0.526178000	0.044325000
-94.142860000	0.012866000	0.531694000	0.044171000
-90.000000000	0.000079000	0.534140000	0.043880000
-85.857140000	-0.012707000	0.531694000	0.042539000
-81.714287000	-0.025560000	0.526178000	0.040118000
-77.571426000	-0.038826000	0.519324000	0.037692000
-73.428574000	-0.052477000	0.509284000	0.034962000
-69.285713000	-0.066008000	0.497626000	0.032134000
-65.142860000	-0.079354000	0.484013000	0.029215000
-61.000000000	-0.092486000	0.468710000	0.026297000
-56.857143000	-0.105209000	0.452442000	0.023512000
-52.714287000	-0.117634000	0.434891000	0.020827000
-48.571430000	-0.130032000	0.417048000	0.018433000
-44.428570000	-0.142136000	0.398715000	0.016293000
-40.285713000	-0.154990000	0.380612000	0.014365000
-36.142857000	-0.171548000	0.362770000	0.012851000
-32.000000000	-0.188226000	0.345739000	0.011370000
-28.000000000	-0.197010000	0.332019000	0.008923000
-24.000000000	-0.203027000	0.320194000	0.004583000
-20.000000000	-0.205540000	0.309979000	-0.001340000
-18.000000000	-0.196220000	0.307200000	-0.002600000
-16.000000000	-0.188020000	0.304580000	-0.003240000
-14.000000000	-0.178439000	0.302200000	-0.003700000
-12.000000000	-0.165340000	0.300260000	-0.004000000
-10.000000000	-0.153401000	0.298500000	-0.003740000
-8.000000000	-0.114275000	0.297500000	-0.006980000
-6.000000000	-0.062800000	0.297040000	-0.011280000
-4.000000000	-0.010504000	0.296800000	-0.015200000
-2.000000000	0.037145000	0.296760000	-0.017740000
-1.000000000	0.060196000	0.296760000	-0.018800000
0.000000000	0.082780000	0.296760000	-0.019740000
1.000000000	0.107247000	0.296800000	-0.020716000
2.000000000	0.131451000	0.296840000	-0.021631000
3.000000000	0.155262000	0.296897000	-0.022427000
4.000000000	0.178589000	0.296940000	-0.023153000
5.000000000	0.201717000	0.297028000	-0.023833000
6.000000000	0.224322000	0.297107000	-0.024399000
7.000000000	0.246315000	0.297198000	-0.024871000
8.000000000	0.267522000	0.297305000	-0.025228000
9.000000000	0.288299000	0.297438000	-0.025454000
10.000000000	0.305117000	0.297601000	-0.025360000
11.000000000	0.319218000	0.297796000	-0.024884000
12.000000000	0.327705000	0.298168000	-0.023513000
13.000000000	0.337389000	0.298649000	-0.022675000
14.000000000	0.344968000	0.299370000	-0.021971000
15.000000000	0.351738000	0.300296000	-0.021422000
16.000000000	0.354181000	0.301616000	-0.020890000
18.000000000	0.347122000	0.305648000	-0.020145000
20.000000000	0.333741000	0.310562000	-0.020178000
24.000000000	0.317033000	0.319697000	-0.023340000
28.000000000	0.288480000	0.333087000	-0.031001000
32.000000000	0.263690000	0.348298000	-0.036547000
36.142857000	0.242039000	0.364833000	-0.040623000
40.285713000	0.220812000	0.381571000	-0.044526000
44.428570000	0.203360000	0.399343000	-0.047130000
48.571430000	0.185915000	0.417090000	-0.049712000
52.714287000	0.168342000	0.434829000	-0.052291000
56.857143000	0.150563000	0.452413000	-0.054801000
61.000000000	0.132351000	0.468710000	-0.057371000
65.142860000	0.113579000	0.484013000	-0.060037000
69.285713000	0.094498000	0.497626000	-0.062736000
73.428574000	0.075166000	0.509284000	-0.065460000
77.571426000	0.055667000	0.519324000	-0.068187000
81.714287000	0.036525000	0.526178000	-0.070824000
85.857140000	0.017237000	0.531694000	-0.073554000
90.000000000	0.000081000	0.534140000	-0.075540000
94.142860000	-0.013485000	0.531694000	-0.076751000
98.285713000	-0.025694000	0.526178000	-0.077532000
102.428574000	-0.038826000	0.519324000	-0.077602000
106.571426000	-0.052478000	0.509284000	-0.077504000
110.714287000	-0.066008000	0.497626000	-0.077339000
114.857140000	-0.079353000	0.484014000	-0.076778000
119.000000000	-0.092484000	0.468712000	-0.076239000
123.142860000	-0.105209000	0.452443000	-0.076169000
127.285713000	-0.117634000	0.434891000	-0.076145000
131.428574000	-0.130032000	0.417048000	-0.076268000
135.571426000	-0.142137000	0.398714000	-0.077836000
139.714279000	-0.154991000	0.380611000	-0.080516000
143.857147000	-0.173224000	0.363044000	-0.086119000
148.000000000	-0.190574000	0.346123000	-0.094147000
150.285721000	-0.193382000	0.337483000	-0.097506000
152.571426000	-0.192031000	0.328553000	-0.100408000
154.857147000	-0.188804000	0.319595000	-0.103207000
157.142853000	-0.184082000	0.311772000	-0.105411000
159.428574000	-0.178248000	0.306246000	-0.106528000
161.714279000	-0.168602000	0.303108000	-0.105379000
164.000000000	-0.149996000	0.300430000	-0.100592000
166.285721000	-0.126351000	0.298349000	-0.093155000
168.571426000	-0.101974000	0.297113000	-0.084147000
170.857147000	-0.080692000	0.296880000	-0.074277000
173.142853000	-0.060445000	0.296880000	-0.060665000
175.428574000	-0.040184000	0.296880000	-0.043138000
177.714279000	-0.019909000	0.296880000	-0.022544000
180.000000000	-0.000429000	0.296880000	-0.000672000
14 200 100.0 						cylinder
-180.000000000	0.000100000	0.350000000	-0.000075000
-177.000000000	0.000100000	0.350000000	0.004504000
-174.000000000	0.000100000	0.350000000	0.009071000
-171.000000000	0.000100000	0.350000000	0.013613000
-168.000000000	0.000100000	0.350000000	0.018117000
-165.000000000	0.000100000	0.350000000	0.022571000
-162.000000000	0.000100000	0.350000000	0.026963000
-159.000000000	0.000100000	0.350000000	0.031281000
-156.000000000	0.000100000	0.350000000	0.035512000
-153.000000000	0.000100000	0.350000000	0.039646000
-150.000000000	0.000100000	0.350000000	0.043672000
-147.000000000	0.000100000	0.350000000	0.047577000
-144.000000000	0.000100000	0.350000000	0.051351000
-141.000000000	0.000100000	0.350000000	0.054985000
-138.000000000	0.000100000	0.350000000	0.058468000
-135.000000000	0.000100000	0.350000000	0.061790000
-132.000000000	0.000100000	0.350000000	0.064942000
-129.000000000	0.000100000	0.350000000	0.067916000
-126.000000000	0.000100000	0.350000000	0.070704000
-123.000000000	0.000100000	0.350000000	0.073297000
-120.000000000	0.000100000	0.350000000	0.075690000
-117.000000000	0.000100000	0.350000000	0.077874000
-114.000000000	0.000100000	0.350000000	0.079845000
-111.000000000	0.000100000	0.350000000	0.081597000
-108.000000000	0.000100000	0.350000000	0.083125000
-105.000000000	0.000100000	0.350000000	0.084425000
-102.000000000	0.000100000	0.350000000	0.085493000
-99.000000000	0.000100000	0.350000000	0.086327000
-96.000000000	0.000100000	0.350000000	0.086923000
-93.000000000	0.000100000	0.350000000	0.087281000
-90.000000000	0.000100000	0.350000000	0.087400000
-87.000000000	0.000100000	0.350000000	0.087279000
-84.000000000	0.000100000	0.350000000	0.086918000
-81.000000000	0.000100000	0.350000000	0.086319000
-78.000000000	0.000100000	0.350000000	0.085483000
-75.000000000	0.000100000	0.350000000	0.084412000
-72.000000000	0.000100000	0.350000000	0.083110000
-69.000000000	0.000100000	0.350000000	0.081579000
-66.000000000	0.000100000	0.350000000	0.079825000
-63.000000000	0.000100000	0.350000000	0.077852000
-60.000000000	0.000100000	0.350000000	0.075665000
-57.000000000	0.000100000	0.350000000	0.073270000
-54.000000000	0.000100000	0.350000000	0.070674000
-51.000000000	0.000100000	0.350000000	0.067885000
-48.000000000	0.000100000	0.350000000	0.064908000
-45.000000000	0.000100000	0.350000000	0.061754000
-42.000000000	0.000100000	0.350000000	0.058430000
-39.000000000	0.000100000	0.350000000	0.054946000
-36.000000000	0.000100000	0.350000000	0.051311000
-33.000000000	0.000100000	0.350000000	0.047535000
-30.000000000	0.000100000	0.350000000	0.043628000
-29.393940000	0.000100000	0.350000000	0.042824000
-28.787878000	0.000100000	0.350000000	0.042015000
-28.181818000	0.000100000	0.350000000	0.041202000
-27.575758000	0.000100000	0.350000000	0.040383000
-26.969696000	0.000100000	0.350000000	0.039561000
-26.363636000	0.000100000	0.350000000	0.038733000
-25.757576000	0.000100000	0.350000000	0.037902000
-25.151516000	0.000100000	0.350000000	0.037066000
-24.545454000	0.000100000	0.350000000	0.036226000
-23.939394000	0.000100000	0.350000000	0.035382000
-23.333334000	0.000100000	0.350000000	0.034534000
-22.727272000	0.000100000	0.350000000	0.033682000
-22.121212000	0.000100000	0.350000000	0.032826000
-21.515152000	0.000100000	0.350000000	0.031967000
-20.909090000	0.000100000	0.350000000	0.031104000
-20.303030000	0.000100000	0.350000000	0.030238000
-19.696970000	0.000100000	0.350000000	0.029368000
-19.090910000	0.000100000	0.350000000	0.028495000
-18.484848000	0.000100000	0.350000000	0.027619000
-17.878788000	0.000100000	0.350000000	0.026739000
-17.272728000	0.000100000	0.350000000	0.025857000
-16.666666000	0.000100000	0.350000000	0.024971000
-16.060606000	0.000100000	0.350000000	0.024083000
-15.454545000	0.000100000	0.350000000	0.023192000
-14.848485000	0.000100000	0.350000000	0.022299000
-14.242424000	0.000100000	0.350000000	0.021403000
-13.636364000	0.000100000	0.350000000	0.020505000
-13.030303000	0.000100000	0.350000000	0.019604000
-12.424242000	0.000100000	0.350000000	0.018701000
-11.818182000	0.000100000	0.350000000	0.017796000
-11.212121000	0.000100000	0.350000000	0.016889000
-10.606061000	0.000100000	0.350000000	0.015980000
-10.000000000	0.000100000	0.350000000	0.015070000
-9.393939000	0.000100000	0.350000000	0.014157000
-8.787879000	0.000100000	0.350000000	0.013243000
-8.181818000	0.000100000	0.350000000	0.012328000
-7.575758000	0.000100000	0.350000000	0.011411000
-6.969697000	0.000100000	0.350000000	0.010493000
-6.363636000	0.000100000	0.350000000	0.009573000
-5.757576000	0.000100000	0.350000000	0.008653000
-5.151515000	0.000100000	0.350000000	0.007732000
-4.545455000	0.000100000	0.350000000	0.006809000
-3.939394000	0.000100000	0.350000000	0.005886000
-3.333333000	0.000100000	0.350000000	0.004963000
-2.727273000	0.000100000	0.350000000	0.004038000
-2.121212000	0.000100000	0.350000000	0.003114000
-1.515152000	0.000100000	0.350000000	0.002189000
-0.909091000	0.000100000	0.350000000	0.001263000
-0.303030000	0.000100000	0.350000000	0.000338000
0.303030000	0.000100000	0.350000000	-0.000588000
0.909091000	0.000100000	0.350000000	-0.001513000
1.515152000	0.000100000	0.350000000	-0.002439000
2.121212000	0.000100000	0.350000000	-0.003364000
2.727273000	0.000100000	0.350000000	-0.004288000
3.333333000	0.000100000	0.350000000	-0.005213000
3.939394000	0.000100000	0.350000000	-0.006136000
4.545455000	0.000100000	0.350000000	-0.007059000
5.151515000	0.000100000	0.350000000	-0.007982000
5.757576000	0.000100000	0.350000000	-0.008903000
6.363636000	0.000100000	0.350000000	-0.009823000
6.969697000	0.000100000	0.350000000	-0.010742000
7.575758000	0.000100000	0.350000000	-0.011661000
8.181818000	0.000100000	0.350000000	-0.012577000
8.787879000	0.000100000	0.350000000	-0.013493000
9.393939000	0.000100000	0.350000000	-0.014407000
10.000000000	0.000100000	0.350000000	-0.015319000
10.606061000	0.000100000	0.350000000	-0.016229000
11.212121000	0.000100000	0.350000000	-0.017138000
11.818182000	0.000100000	0.350000000	-0.018045000
12.424242000	0.000100000	0.350000000	-0.018950000
13.030303000	0.000100000	0.350000000	-0.019853000
13.636364000	0.000100000	0.350000000	-0.020753000
14.242424000	0.000100000	0.350000000	-0.021651000
14.848485000	0.000100000	0.350000000	-0.022547000
15.454545000	0.000100000	0.350000000	-0.023441000
16.060606000	0.000100000	0.350000000	-0.024331000
16.666666000	0.000100000	0.350000000	-0.025219000
17.272728000	0.000100000	0.350000000	-0.026104000
17.878788000	0.000100000	0.350000000	-0.026987000
18.484848000	0.000100000	0.350000000	-0.027866000
19.090910000	0.000100000	0.350000000	-0.028742000
19.696970000	0.000100000	0.350000000	-0.029615000
20.303030000	0.000100000	0.350000000	-0.030485000
20.909090000	0.000100000	0.350000000	-0.031351000
21.515152000	0.000100000	0.350000000	-0.032214000
22.121212000	0.000100000	0.350000000	-0.033073000
22.727272000	0.000100000	0.350000000	-0.033928000
23.333334000	0.000100000	0.350000000	-0.034780000
23.939394000	0.000100000	0.350000000	-0.035628000
24.545454000	0.000100000	0.350000000	-0.036472000
25.151516000	0.000100000	0.350000000	-0.037311000
25.757576000	0.000100000	0.350000000	-0.038147000
26.363636000	0.000100000	0.350000000	-0.038978000
26.969696000	0.000100000	0.350000000	-0.039805000
27.575758000	0.000100000	0.350000000	-0.040628000
28.181818000	0.000100000	0.350000000	-0.041446000
28.787878000	0.000100000	0.350000000	-0.042259000
29.393940000	0.000100000	0.350000000	-0.043068000
30.000000000	0.000100000	0.350000000	-0.043872000
33.000000000	0.000100000	0.350000000	-0.047777000
36.000000000	0.000100000	0.350000000	-0.051551000
39.000000000	0.000100000	0.350000000	-0.055185000
42.000000000	0.000100000	0.350000000	-0.058668000
45.000000000	0.000100000	0.350000000	-0.061990000
48.000000000	0.000100000	0.350000000	-0.065142000
51.000000000	0.000100000	0.350000000	-0.068116000
54.000000000	0.000100000	0.350000000	-0.070904000
57.000000000	0.000100000	0.350000000	-0.073497000
60.000000000	0.000100000	0.350000000	-0.075890000
63.000000000	0.000100000	0.350000000	-0.078074000
66.000000000	0.000100000	0.350000000	-0.080045000
69.000000000	0.000100000	0.350000000	-0.081797000
72.000000000	0.000100000	0.350000000	-0.083325000
75.000000000	0.000100000	0.350000000	-0.084625000
78.000000000	0.000100000	0.350000000	-0.085693000
81.000000000	0.000100000	0.350000000	-0.086527000
84.000000000	0.000100000	0.350000000	-0.087123000
87.000000000	0.000100000	0.350000000	-0.087481000
90.000000000	0.000100000	0.350000000	-0.087600000
93.000000000	0.000100000	0.350000000	-0.087479000
96.000000000	0.000100000	0.350000000	-0.087118000
99.000000000	0.000100000	0.350000000	-0.086519000
102.000000000	0.000100000	0.350000000	-0.085683000
105.000000000	0.000100000	0.350000000	-0.084612000
108.000000000	0.000100000	0.350000000	-0.083310000
111.000000000	0.000100000	0.350000000	-0.081779000
114.000000000	0.000100000	0.350000000	-0.080025000
117.000000000	0.000100000	0.350000000	-0.078052000
120.000000000	0.000100000	0.350000000	-0.075865000
123.000000000	0.000100000	0.350000000	-0.073470000
126.000000000	0.000100000	0.350000000	-0.070874000
129.000000000	0.000100000	0.350000000	-0.068085000
132.000000000	0.000100000	0.350000000	-0.065108000
135.000000000	0.000100000	0.350000000	-0.061954000
138.000000000	0.000100000	0.350000000	-0.058630000
141.000000000	0.000100000	0.350000000	-0.055146000
144.000000000	0.000100000	0.350000000	-0.051511000
147.000000000	0.000100000	0.350000000	-0.047735000
150.000000000	0.000100000	0.350000000	-0.043828000
153.000000000	0.000100000	0.350000000	-0.039802000
156.000000000	0.000100000	0.350000000	-0.035667000
159.000000000	0.000100000	0.350000000	-0.031434000
162.000000000	0.000100000	0.350000000	-0.027115000
165.000000000	0.000100000	0.350000000	-0.022723000
168.000000000	0.000100000	0.350000000	-0.018268000
171.000000000	0.000100000	0.350000000	-0.013763000
174.000000000	0.000100000	0.350000000	-0.009221000
177.000000000	0.000100000	0.350000000	-0.004654000
180.000000000	0.000100000	0.350000000	-0.000075000



